pickup date,pickup time,dropoff date,dropoff time,CATEGORY,PURPOSE,Pickup Location,Dropoff Location,trip duration (min),trip_distance (km)
2016-04-29 00:00:00,1899-12-30 11:44:00,2016-04-29 00:00:00,1899-12-30 12:01:00,Business,Meeting,Cary,Durham,17,15.932466
2016-04-29 00:00:00,1899-12-30 13:13:00,2016-04-29 00:00:00,1899-12-30 13:34:00,Business,Meeting,Durham,Cary,21,16.0934
2016-04-29 00:00:00,1899-12-30 18:46:00,2016-04-29 00:00:00,1899-12-30 19:18:00,Business,Customer Visit,Cary,Durham,32,22.852628
2016-04-29 00:00:00,1899-12-30 22:44:00,2016-04-29 00:00:00,1899-12-30 23:19:00,Business,Meeting,Durham,Cary,35,29.289987999999997
2016-04-30 00:00:00,1899-12-30 18:42:00,2016-04-30 00:00:00,1899-12-30 18:57:00,Business,Meal/Entertain,Whitebridge,Waverly Place,15,12.391918
2016-04-30 00:00:00,1899-12-30 22:16:00,2016-04-30 00:00:00,1899-12-30 22:34:00,Business,Meal/Entertain,Waverly Place,Whitebridge,18,10.943512
2016-05-01 00:00:00,1899-12-30 13:45:00,2016-05-01 00:00:00,1899-12-30 13:53:00,Business,Meal/Entertain,Whitebridge,Westpark Place,8,3.379614
2016-05-01 00:00:00,1899-12-30 14:26:00,2016-05-01 00:00:00,1899-12-30 14:31:00,Business,Meal/Entertain,Westpark Place,Whitebridge,5,3.7014819999999995
2016-05-01 00:00:00,1899-12-30 17:33:00,2016-05-01 00:00:00,1899-12-30 17:45:00,Business,Between Offices,Whitebridge,Tanglewood,12,9.977908000000001
2016-05-01 00:00:00,1899-12-30 17:54:00,2016-05-01 00:00:00,1899-12-30 18:10:00,Business,Meeting,Tanglewood,Parkway,16,12.07005
2016-05-01 00:00:00,1899-12-30 22:38:00,2016-05-01 00:00:00,1899-12-30 22:49:00,Business,Errand/Supplies,Parkway,Whitebridge,11,4.9889540000000006
2016-05-02 00:00:00,1899-12-30 14:14:00,2016-05-02 00:00:00,1899-12-30 14:21:00,Business,Errand/Supplies,Whitebridge,Westpark Place,7,3.5405480000000003
2016-05-02 00:00:00,1899-12-30 15:37:00,2016-05-02 00:00:00,1899-12-30 15:48:00,Business,Meal/Entertain,Westpark Place,Whitebridge,11,6.276426
2016-05-03 00:00:00,1899-12-30 22:20:00,2016-05-03 00:00:00,1899-12-30 22:28:00,Business,Meal/Entertain,Morrisville,Cary,8,4.02335
2016-05-04 00:00:00,1899-12-30 15:16:00,2016-05-04 00:00:00,1899-12-30 15:37:00,Business,Meal/Entertain,Cary,Morrisville,21,14.001257999999998
2016-05-04 00:00:00,1899-12-30 20:55:00,2016-05-04 00:00:00,1899-12-30 21:14:00,Business,Errand/Supplies,Mcvan,Capitol One,19,23.33543
2016-05-04 00:00:00,1899-12-30 21:30:00,2016-05-04 00:00:00,1899-12-30 21:36:00,Business,Meal/Entertain,Capitol One,University District,6,7.24203
2016-05-04 00:00:00,1899-12-30 22:19:00,2016-05-04 00:00:00,1899-12-30 22:27:00,Business,Meal/Entertain,University District,Capitol One,8,8.0467
2016-05-05 00:00:00,1899-12-30 21:24:00,2016-05-05 00:00:00,1899-12-30 21:36:00,Business,Meal/Entertain,Seattle,Redmond,12,22.852628
2016-05-05 00:00:00,1899-12-30 22:34:00,2016-05-05 00:00:00,1899-12-30 22:40:00,Business,Errand/Supplies,Redmond,Bellevue,6,4.667085999999999
2016-05-05 00:00:00,1899-12-30 23:55:00,2016-05-06 00:00:00,1899-12-30 00:08:00,Business,Meeting,Bellevue,Seattle,13,20.760486
2016-05-06 00:00:00,1899-12-30 05:47:00,2016-05-06 00:00:00,1899-12-30 06:02:00,Business,Meeting,Capitol One,Mcvan,15,23.174496
2016-05-06 00:00:00,1899-12-30 16:45:00,2016-05-06 00:00:00,1899-12-30 16:59:00,Business,Meeting,Chapel Hill,Morrisville,14,27.35878
2016-05-06 00:00:00,1899-12-30 17:18:00,2016-05-06 00:00:00,1899-12-30 17:44:00,Business,Customer Visit,Morrisville,Cary,26,12.713786
2016-05-09 00:00:00,1899-12-30 06:08:00,2016-05-09 00:00:00,1899-12-30 06:25:00,Business,Customer Visit,Cary,Morrisville,17,13.518456
2016-05-09 00:00:00,1899-12-30 14:39:00,2016-05-09 00:00:00,1899-12-30 15:06:00,Business,Between Offices,San Francisco,Palo Alto,27,32.99147
2016-05-09 00:00:00,1899-12-30 17:58:00,2016-05-09 00:00:00,1899-12-30 18:26:00,Business,Customer Visit,Palo Alto,Sunnyvale,28,15.771532
2016-05-09 00:00:00,1899-12-30 19:35:00,2016-05-09 00:00:00,1899-12-30 19:59:00,Business,Customer Visit,Sunnyvale,Newark,24,28.324384000000002
2016-05-10 00:00:00,1899-12-30 09:03:00,2016-05-10 00:00:00,1899-12-30 09:20:00,Business,Customer Visit,Newark,Menlo Park,17,14.966862
2016-05-10 00:00:00,1899-12-30 17:19:00,2016-05-10 00:00:00,1899-12-30 17:31:00,Business,Customer Visit,Menlo Park,Newark,12,12.713786
2016-05-11 00:00:00,1899-12-30 08:35:00,2016-05-11 00:00:00,1899-12-30 09:12:00,Business,Meeting,Newark,San Francisco,37,41.199104000000005
2016-05-11 00:00:00,1899-12-30 21:47:00,2016-05-11 00:00:00,1899-12-30 22:04:00,Business,Meeting,Morrisville,Cary,17,13.035654
2016-05-14 00:00:00,1899-12-30 18:35:00,2016-05-14 00:00:00,1899-12-30 18:39:00,Business,Meal/Entertain,Cary,Morrisville,4,4.9889540000000006
2016-05-14 00:00:00,1899-12-30 23:01:00,2016-05-14 00:00:00,1899-12-30 23:05:00,Business,Meal/Entertain,Morrisville,Cary,4,4.9889540000000006
2016-05-17 00:00:00,1899-12-30 13:15:00,2016-05-17 00:00:00,1899-12-30 13:23:00,Business,Errand/Supplies,Whitebridge,Preston,8,4.506151999999999
2016-05-17 00:00:00,1899-12-30 13:56:00,2016-05-17 00:00:00,1899-12-30 14:08:00,Business,Errand/Supplies,Preston,Westpark Place,12,4.345218
2016-05-17 00:00:00,1899-12-30 14:34:00,2016-05-17 00:00:00,1899-12-30 14:40:00,Business,Errand/Supplies,Westpark Place,Whitebridge,6,3.057746
2016-05-18 00:00:00,1899-12-30 09:11:00,2016-05-18 00:00:00,1899-12-30 09:41:00,Business,Customer Visit,Cary,Morrisville,30,13.518456
2016-05-18 00:00:00,1899-12-30 13:00:00,2016-05-18 00:00:00,1899-12-30 13:02:00,Business,Customer Visit,Morrisville,Raleigh,2,12.230984
2016-05-19 00:00:00,1899-12-30 14:37:00,2016-05-19 00:00:00,1899-12-30 15:01:00,Business,Meal/Entertain,Old City,Parkway Museums,24,4.667085999999999
2016-05-20 00:00:00,1899-12-30 10:56:00,2016-05-20 00:00:00,1899-12-30 11:07:00,Business,Meeting,Old City,Hog Island,11,18.024607999999997
2016-05-20 00:00:00,1899-12-30 15:43:00,2016-05-20 00:00:00,1899-12-30 16:12:00,Business,Meal/Entertain,Morrisville,Cary,29,13.196587999999998
2016-05-22 00:00:00,1899-12-30 15:39:00,2016-05-22 00:00:00,1899-12-30 15:46:00,Business,Meal/Entertain,Cary,Morrisville,7,4.82802
2016-05-22 00:00:00,1899-12-30 18:46:00,2016-05-22 00:00:00,1899-12-30 18:53:00,Business,Meal/Entertain,Morrisville,Cary,7,4.02335
2016-05-23 00:00:00,1899-12-30 20:19:00,2016-05-23 00:00:00,1899-12-30 20:27:00,Business,Meal/Entertain,Whitebridge,Savon Height,8,5.793624
2016-05-23 00:00:00,1899-12-30 21:09:00,2016-05-23 00:00:00,1899-12-30 21:21:00,Business,Errand/Supplies,Savon Height,Whitebridge,12,5.793624
2016-05-27 00:00:00,1899-12-30 20:26:00,2016-05-27 00:00:00,1899-12-30 20:30:00,Business,Errand/Supplies,Whitebridge,Kildaire Farms,4,7.24203
2016-05-27 00:00:00,1899-12-30 20:47:00,2016-05-27 00:00:00,1899-12-30 20:53:00,Business,Errand/Supplies,Savon Height,Kilarney Woods,6,1.9312079999999998
2016-05-27 00:00:00,1899-12-30 22:11:00,2016-05-27 00:00:00,1899-12-30 22:14:00,Business,Errand/Supplies,Kilarney Woods,Kildaire Farms,3,2.735878
2016-05-28 00:00:00,1899-12-30 00:15:00,2016-05-28 00:00:00,1899-12-30 00:21:00,Business,Errand/Supplies,Kilarney Woods,Whitebridge,6,7.563898
2016-05-28 00:00:00,1899-12-30 12:52:00,2016-05-28 00:00:00,1899-12-30 13:06:00,Business,Meal/Entertain,Cary,Morrisville,14,9.816974
2016-05-28 00:00:00,1899-12-30 14:35:00,2016-05-28 00:00:00,1899-12-30 15:04:00,Business,Customer Visit,Morrisville,Cary,29,18.185542
2016-05-31 00:00:00,1899-12-30 13:54:00,2016-05-31 00:00:00,1899-12-30 14:41:00,Business,Meeting,Cary,Raleigh,47,23.979166
2016-05-31 00:00:00,1899-12-30 16:02:00,2016-05-31 00:00:00,1899-12-30 16:39:00,Business,Meeting,Raleigh,Cary,37,22.53076
2016-05-31 00:00:00,1899-12-30 17:50:00,2016-05-31 00:00:00,1899-12-30 17:59:00,Business,Meeting,Westpark Place,Whitebridge,9,2.896812
2016-06-01 00:00:00,1899-12-30 10:19:00,2016-06-01 00:00:00,1899-12-30 10:47:00,Business,Customer Visit,Cary,Morrisville,28,10.782578
2016-06-01 00:00:00,1899-12-30 13:10:00,2016-06-01 00:00:00,1899-12-30 13:39:00,Business,Meeting,Morrisville,Cary,29,15.449663999999999
2016-06-03 00:00:00,1899-12-30 11:29:00,2016-06-03 00:00:00,1899-12-30 11:49:00,Business,Meeting,Cary,Durham,20,16.737136
2016-06-03 00:00:00,1899-12-30 13:08:00,2016-06-03 00:00:00,1899-12-30 13:38:00,Business,Meeting,Durham,Cary,30,15.932466
2016-06-03 00:00:00,1899-12-30 15:31:00,2016-06-03 00:00:00,1899-12-30 15:54:00,Business,Meal/Entertain,Cary,Morrisville,23,9.65604
2016-06-03 00:00:00,1899-12-30 18:14:00,2016-06-03 00:00:00,1899-12-30 18:29:00,Business,Errand/Supplies,Townes at Everett Crossing,Chessington,15,5.310822
2016-06-03 00:00:00,1899-12-30 18:41:00,2016-06-03 00:00:00,1899-12-30 18:53:00,Business,Errand/Supplies,Morrisville,Cary,12,4.9889540000000006
2016-06-03 00:00:00,1899-12-30 19:36:00,2016-06-03 00:00:00,1899-12-30 19:42:00,Business,Errand/Supplies,Huntington Woods,Weston,6,2.735878
2016-06-03 00:00:00,1899-12-30 22:47:00,2016-06-03 00:00:00,1899-12-30 23:06:00,Business,Between Offices,Morrisville,Cary,19,6.43736
2016-06-05 00:00:00,1899-12-30 14:03:00,2016-06-05 00:00:00,1899-12-30 14:33:00,Business,Customer Visit,Whitebridge,Savon Height,30,12.552852
2016-06-05 00:00:00,1899-12-30 15:06:00,2016-06-05 00:00:00,1899-12-30 15:22:00,Business,Customer Visit,Cary,Morrisville,16,12.552852
2016-06-05 00:00:00,1899-12-30 15:57:00,2016-06-05 00:00:00,1899-12-30 16:08:00,Business,Meal/Entertain,Weston,Weston,11,6.115492
2016-06-05 00:00:00,1899-12-30 18:05:00,2016-06-05 00:00:00,1899-12-30 18:14:00,Business,Meal/Entertain,Morrisville,Cary,9,4.02335
2016-06-05 00:00:00,1899-12-30 21:53:00,2016-06-05 00:00:00,1899-12-30 22:05:00,Business,Meeting,Cary,Durham,12,15.932466
2016-06-05 00:00:00,1899-12-30 23:52:00,2016-06-06 00:00:00,1899-12-30 00:08:00,Business,Meeting,Durham,Cary,16,15.932466
2016-06-06 00:00:00,1899-12-30 15:36:00,2016-06-06 00:00:00,1899-12-30 15:45:00,Business,Errand/Supplies,Whitebridge,Hazelwood,9,4.82802
2016-06-06 00:00:00,1899-12-30 16:16:00,2016-06-06 00:00:00,1899-12-30 16:24:00,Business,Errand/Supplies,Hazelwood,Whitebridge,8,3.8624159999999996
2016-06-06 00:00:00,1899-12-30 20:06:00,2016-06-06 00:00:00,1899-12-30 20:20:00,Business,Meal/Entertain,Cary,Apex,14,9.173238
2016-06-06 00:00:00,1899-12-30 21:08:00,2016-06-06 00:00:00,1899-12-30 21:37:00,Business,Meal/Entertain,Apex,Cary,29,11.587248
2016-06-06 00:00:00,1899-12-30 21:41:00,2016-06-06 00:00:00,1899-12-30 22:00:00,Business,Meeting,Cary,Durham,19,16.737136
2016-06-06 00:00:00,1899-12-30 23:34:00,2016-06-06 00:00:00,1899-12-30 23:48:00,Business,Meeting,Durham,Cary,14,15.932466
2016-06-07 00:00:00,1899-12-30 21:42:00,2016-06-07 00:00:00,1899-12-30 22:00:00,Business,Meeting,Cary,Durham,18,16.737136
2016-06-07 00:00:00,1899-12-30 23:41:00,2016-06-08 00:00:00,1899-12-30 00:04:00,Business,Meeting,Durham,Cary,23,15.932466
2016-06-08 00:00:00,1899-12-30 08:23:00,2016-06-08 00:00:00,1899-12-30 08:53:00,Business,Meal/Entertain,Cary,Morrisville,30,14.001257999999998
2016-06-08 00:00:00,1899-12-30 12:04:00,2016-06-08 00:00:00,1899-12-30 13:01:00,Business,Errand/Supplies,Jamaica,New York,57,35.888282000000004
2016-06-08 00:00:00,1899-12-30 13:12:00,2016-06-08 00:00:00,1899-12-30 13:29:00,Business,Meal/Entertain,Seaport,Gramercy-Flatiron,17,5.310822
2016-06-08 00:00:00,1899-12-30 14:31:00,2016-06-08 00:00:00,1899-12-30 14:37:00,Business,Errand/Supplies,Medical Centre,Tudor City,6,1.1265379999999998
2016-06-08 00:00:00,1899-12-30 16:55:00,2016-06-08 00:00:00,1899-12-30 17:11:00,Business,Meal/Entertain,Rose Hill,Soho,16,4.02335
2016-06-08 00:00:00,1899-12-30 17:16:00,2016-06-08 00:00:00,1899-12-30 17:18:00,Business,Errand/Supplies,Soho,Tribeca,2,0.80467
2016-06-08 00:00:00,1899-12-30 17:59:00,2016-06-08 00:00:00,1899-12-30 18:05:00,Business,Errand/Supplies,Tribeca,Financial District,6,1.448406
2016-06-08 00:00:00,1899-12-30 20:11:00,2016-06-08 00:00:00,1899-12-30 20:25:00,Business,Errand/Supplies,Financial District,Kips Bay,14,7.724831999999999
2016-06-10 00:00:00,1899-12-30 15:19:00,2016-06-10 00:00:00,1899-12-30 16:28:00,Business,Meeting,New York,Jamaica,69,26.232242
2016-06-10 00:00:00,1899-12-30 21:47:00,2016-06-10 00:00:00,1899-12-30 22:04:00,Business,Meeting,Cary,Durham,17,16.737136
2016-06-10 00:00:00,1899-12-30 23:53:00,2016-06-11 00:00:00,1899-12-30 00:01:00,Business,Meeting,Durham,Cary,8,15.932466
2016-06-11 00:00:00,1899-12-30 17:08:00,2016-06-11 00:00:00,1899-12-30 17:16:00,Business,Errand/Supplies,Cary,Morrisville,8,5.9545580000000005
2016-06-11 00:00:00,1899-12-30 17:34:00,2016-06-11 00:00:00,1899-12-30 17:39:00,Business,Meal/Entertain,Morrisville,Cary,5,7.402963999999999
2016-06-11 00:00:00,1899-12-30 17:50:00,2016-06-11 00:00:00,1899-12-30 17:56:00,Business,Meal/Entertain,Westpark Place,Whitebridge,6,2.735878
2016-06-11 00:00:00,1899-12-30 21:45:00,2016-06-11 00:00:00,1899-12-30 22:04:00,Business,Meeting,Cary,Durham,19,16.737136
2016-06-11 00:00:00,1899-12-30 23:39:00,2016-06-12 00:00:00,1899-12-30 00:05:00,Business,Meeting,Durham,Cary,26,15.932466
2016-06-12 00:00:00,1899-12-30 19:53:00,2016-06-12 00:00:00,1899-12-30 19:56:00,Business,Meal/Entertain,Cary,Morrisville,3,4.02335
2016-06-12 00:00:00,1899-12-30 20:05:00,2016-06-12 00:00:00,1899-12-30 20:16:00,Business,Errand/Supplies,Morrisville,Cary,11,6.9201619999999995
2016-06-12 00:00:00,1899-12-30 21:58:00,2016-06-12 00:00:00,1899-12-30 22:19:00,Business,Errand/Supplies,Parkway,Whitebridge,21,4.506151999999999
2016-06-13 00:00:00,1899-12-30 05:23:00,2016-06-13 00:00:00,1899-12-30 05:42:00,Business,Meal/Entertain,Cary,Morrisville,19,13.518456
2016-06-13 00:00:00,1899-12-30 14:17:00,2016-06-13 00:00:00,1899-12-30 14:46:00,Business,Meeting,Oakland,Emeryville,29,21.243288
2016-06-13 00:00:00,1899-12-30 18:08:00,2016-06-13 00:00:00,1899-12-30 18:47:00,Business,Meal/Entertain,Emeryville,Berkeley,39,6.276426
2016-06-13 00:00:00,1899-12-30 18:54:00,2016-06-13 00:00:00,1899-12-30 19:23:00,Business,Meal/Entertain,Berkeley,Oakland,29,8.207633999999999
2016-06-13 00:00:00,1899-12-30 20:00:00,2016-06-13 00:00:00,1899-12-30 20:05:00,Business,Customer Visit,Oakland,Unknown Location,5,8.368568
2016-06-14 00:00:00,1899-12-30 12:03:00,2016-06-14 00:00:00,1899-12-30 12:21:00,Business,Customer Visit,Emeryville,San Francisco,18,15.771532
2016-06-14 00:00:00,1899-12-30 16:09:00,2016-06-14 00:00:00,1899-12-30 16:39:00,Business,Meeting,San Francisco,Emeryville,30,18.668343999999998
2016-06-14 00:00:00,1899-12-30 17:15:00,2016-06-14 00:00:00,1899-12-30 17:24:00,Business,Meeting,Emeryville,Oakland,9,8.207633999999999
2016-06-14 00:00:00,1899-12-30 17:27:00,2016-06-14 00:00:00,1899-12-30 17:57:00,Business,Errand/Supplies,Downtown,Bay Farm Island,30,14.966862
2016-06-15 00:00:00,1899-12-30 01:46:00,2016-06-15 00:00:00,1899-12-30 02:06:00,Business,Between Offices,Kenner,New Orleans,20,19.955816000000002
2016-06-15 00:00:00,1899-12-30 15:26:00,2016-06-15 00:00:00,1899-12-30 15:34:00,Business,Between Offices,CBD,Lower Garden District,8,3.057746
2016-06-15 00:00:00,1899-12-30 16:37:00,2016-06-15 00:00:00,1899-12-30 17:02:00,Business,Customer Visit,Lower Garden District,Lakeview,25,10.299776000000001
2016-06-15 00:00:00,1899-12-30 17:29:00,2016-06-15 00:00:00,1899-12-30 17:49:00,Personal,Customer Visit,Lakeview,Storyville,20,8.85137
2016-06-15 00:00:00,1899-12-30 19:52:00,2016-06-15 00:00:00,1899-12-30 19:58:00,Business,Meal/Entertain,Storyville,Faubourg Marigny,6,2.41401
2016-06-16 00:00:00,1899-12-30 13:36:00,2016-06-16 00:00:00,1899-12-30 14:30:00,Business,Meal/Entertain,New Orleans,Metairie,54,23.33543
2016-06-16 00:00:00,1899-12-30 14:42:00,2016-06-16 00:00:00,1899-12-30 14:46:00,Business,Meal/Entertain,Metairie,Kenner,4,4.345218
2016-06-16 00:00:00,1899-12-30 15:17:00,2016-06-16 00:00:00,1899-12-30 15:41:00,Business,Meal/Entertain,Kenner,New Orleans,24,24.1401
2016-06-16 00:00:00,1899-12-30 19:39:00,2016-06-16 00:00:00,1899-12-30 19:56:00,Business,Meal/Entertain,New Orleans,Kenner,17,20.760486
2016-06-16 00:00:00,1899-12-30 21:43:00,2016-06-16 00:00:00,1899-12-30 21:56:00,Business,Meal/Entertain,Kenner,New Orleans,13,21.887024
2016-06-17 00:00:00,1899-12-30 16:11:00,2016-06-17 00:00:00,1899-12-30 16:44:00,Business,Meal/Entertain,New Orleans,Kenner,33,19.633948
2016-06-18 00:00:00,1899-12-30 00:29:00,2016-06-18 00:00:00,1899-12-30 00:51:00,Business,Meal/Entertain,Morrisville,Cary,22,14.001257999999998
2016-06-19 00:00:00,1899-12-30 02:39:00,2016-06-19 00:00:00,1899-12-30 02:50:00,Business,Meal/Entertain,Cary,Raleigh,11,9.65604
2016-06-19 00:00:00,1899-12-30 05:51:00,2016-06-19 00:00:00,1899-12-30 06:00:00,Business,Meal/Entertain,Raleigh,Cary,9,9.495106
2016-06-21 00:00:00,1899-12-30 15:39:00,2016-06-21 00:00:00,1899-12-30 16:08:00,Business,Meal/Entertain,Cary,Raleigh,29,31.060262
2016-06-21 00:00:00,1899-12-30 17:11:00,2016-06-21 00:00:00,1899-12-30 18:02:00,Business,Meal/Entertain,Raleigh,Cary,51,26.715044000000002
2016-06-24 00:00:00,1899-12-30 10:41:00,2016-06-24 00:00:00,1899-12-30 10:57:00,Business,Meal/Entertain,Whitebridge,Waverly Place,16,11.426314
2016-06-24 00:00:00,1899-12-30 11:54:00,2016-06-24 00:00:00,1899-12-30 12:01:00,Business,Meal/Entertain,Waverly Place,Macgregor Downs,7,3.379614
2016-06-24 00:00:00,1899-12-30 12:19:00,2016-06-24 00:00:00,1899-12-30 12:37:00,Business,Errand/Supplies,Cary,Raleigh,18,13.840323999999999
2016-06-24 00:00:00,1899-12-30 12:50:00,2016-06-24 00:00:00,1899-12-30 13:12:00,Business,Errand/Supplies,Raleigh,Morrisville,22,14.48406
2016-06-24 00:00:00,1899-12-30 13:18:00,2016-06-24 00:00:00,1899-12-30 13:27:00,Business,Errand/Supplies,Morrisville,Cary,9,4.9889540000000006
2016-06-24 00:00:00,1899-12-30 14:01:00,2016-06-24 00:00:00,1899-12-30 14:20:00,Business,Temporary Site,Cary,Morrisville,19,13.518456
2016-06-24 00:00:00,1899-12-30 20:44:00,2016-06-24 00:00:00,1899-12-30 21:02:00,Business,Temporary Site,Kenner,New Orleans,18,20.599552000000003
2016-06-25 00:00:00,1899-12-30 09:03:00,2016-06-25 00:00:00,1899-12-30 09:12:00,Business,Temporary Site,CBD,Bywater,9,7.24203
2016-06-25 00:00:00,1899-12-30 09:15:00,2016-06-25 00:00:00,1899-12-30 10:08:00,Business,Between Offices,New Orleans,Chalmette,53,18.990212
2016-06-25 00:00:00,1899-12-30 10:18:00,2016-06-25 00:00:00,1899-12-30 10:25:00,Business,Errand/Supplies,Chalmette,Arabi,7,1.7702740000000001
2016-06-25 00:00:00,1899-12-30 10:50:00,2016-06-25 00:00:00,1899-12-30 11:18:00,Business,Meal/Entertain,Arabi,Metairie,28,27.35878
2016-06-25 00:00:00,1899-12-30 11:25:00,2016-06-25 00:00:00,1899-12-30 11:34:00,Business,Meeting,Pontchartrain Shores,Pontchartrain Shores,9,2.735878
2016-06-25 00:00:00,1899-12-30 11:53:00,2016-06-25 00:00:00,1899-12-30 13:21:00,Business,Meeting,Metairie,New Orleans,88,24.94477
2016-06-25 00:00:00,1899-12-30 19:47:00,2016-06-25 00:00:00,1899-12-30 19:58:00,Business,Meeting,Storyville,Marigny,11,2.5749440000000003
2016-06-25 00:00:00,1899-12-30 23:19:00,2016-06-25 00:00:00,1899-12-30 23:26:00,Business,Meeting,Marigny,Storyville,7,2.41401
2016-06-26 00:00:00,1899-12-30 17:43:00,2016-06-26 00:00:00,1899-12-30 18:18:00,Business,Meeting,New Orleans,Kenner,35,20.277684
2016-06-26 00:00:00,1899-12-30 18:45:00,2016-06-26 00:00:00,1899-12-30 19:12:00,Business,Meeting,Pontchartrain Shores,Pontchartrain Shores,27,7.724831999999999
2016-06-26 00:00:00,1899-12-30 19:41:00,2016-06-26 00:00:00,1899-12-30 19:50:00,Business,Meeting,Kenner,Kenner,9,3.5405480000000003
2016-06-26 00:00:00,1899-12-30 21:14:00,2016-06-26 00:00:00,1899-12-30 21:42:00,Business,Meeting,Kenner,New Orleans,28,20.92142
2016-06-27 00:00:00,1899-12-30 07:37:00,2016-06-27 00:00:00,1899-12-30 08:48:00,Business,Meeting,New Orleans,Covington,71,75.47804599999999
2016-06-27 00:00:00,1899-12-30 08:51:00,2016-06-27 00:00:00,1899-12-30 09:00:00,Business,Meeting,Covington,Covington,9,4.02335
2016-06-27 00:00:00,1899-12-30 09:05:00,2016-06-27 00:00:00,1899-12-30 09:33:00,Business,Meeting,Covington,Covington,28,13.840323999999999
2016-06-27 00:00:00,1899-12-30 09:43:00,2016-06-27 00:00:00,1899-12-30 10:08:00,Business,Meeting,Covington,Covington,25,8.368568
2016-06-27 00:00:00,1899-12-30 10:22:00,2016-06-27 00:00:00,1899-12-30 10:39:00,Business,Meeting,Covington,Covington,17,12.230984
2016-06-27 00:00:00,1899-12-30 10:51:00,2016-06-27 00:00:00,1899-12-30 10:58:00,Business,Meeting,Covington,Covington,7,2.896812
2016-06-27 00:00:00,1899-12-30 11:06:00,2016-06-27 00:00:00,1899-12-30 11:24:00,Business,Meeting,Covington,Mandeville,18,7.563898
2016-06-27 00:00:00,1899-12-30 11:30:00,2016-06-27 00:00:00,1899-12-30 11:42:00,Business,Meeting,Mandeville,Mandeville,12,4.506151999999999
2016-06-27 00:00:00,1899-12-30 12:22:00,2016-06-27 00:00:00,1899-12-30 13:02:00,Business,Meeting,Mandeville,Metairie,40,48.2802
2016-06-27 00:00:00,1899-12-30 13:56:00,2016-06-27 00:00:00,1899-12-30 14:05:00,Business,Meeting,Metairie,Kenner,9,7.0810960000000005
2016-06-27 00:00:00,1899-12-30 21:09:00,2016-06-27 00:00:00,1899-12-30 21:19:00,Business,Meeting,Jamestown Court,Jamestown Court,10,1.60934
2016-06-28 00:00:00,1899-12-30 00:48:00,2016-06-28 00:00:00,1899-12-30 01:05:00,Business,Customer Visit,Morrisville,Cary,17,13.196587999999998
2016-06-28 00:00:00,1899-12-30 20:13:00,2016-06-28 00:00:00,1899-12-30 20:33:00,Business,Meeting,Cary,Durham,20,16.737136
2016-06-28 00:00:00,1899-12-30 23:34:00,2016-06-28 00:00:00,1899-12-30 23:59:00,Business,Meeting,Durham,Cary,25,15.932466
2016-06-29 00:00:00,1899-12-30 08:56:00,2016-06-29 00:00:00,1899-12-30 09:24:00,Business,Meeting,Cary,Morrisville,28,11.748182
2016-06-29 00:00:00,1899-12-30 10:22:00,2016-06-29 00:00:00,1899-12-30 10:38:00,Business,Meeting,Morrisville,Cary,16,11.909116000000001
2016-06-29 00:00:00,1899-12-30 11:49:00,2016-06-29 00:00:00,1899-12-30 11:51:00,Business,Meeting,Whitebridge,Westpark Place,2,2.5749440000000003
2016-06-29 00:00:00,1899-12-30 12:11:00,2016-06-29 00:00:00,1899-12-30 12:16:00,Business,Meeting,Westpark Place,Whitebridge,5,2.896812
2016-06-29 00:00:00,1899-12-30 20:11:00,2016-06-29 00:00:00,1899-12-30 20:29:00,Business,Meeting,Cary,Durham,18,16.737136
2016-06-29 00:00:00,1899-12-30 23:38:00,2016-06-30 00:00:00,1899-12-30 00:00:00,Business,Meeting,Durham,Cary,22,15.932466
2016-06-30 00:00:00,1899-12-30 20:09:00,2016-06-30 00:00:00,1899-12-30 20:26:00,Business,Meeting,Cary,Durham,17,15.932466
2016-07-01 00:00:00,1899-12-30 00:00:00,2016-07-01 00:00:00,1899-12-30 00:25:00,Business,Meeting,Durham,Cary,25,15.932466
2016-07-01 00:00:00,1899-12-30 09:34:00,2016-07-01 00:00:00,1899-12-30 09:57:00,Business,Meeting,Cary,Raleigh,23,21.404222
2016-07-01 00:00:00,1899-12-30 12:36:00,2016-07-01 00:00:00,1899-12-30 13:00:00,Business,Meeting,Raleigh,Cary,24,18.185542
2016-07-01 00:00:00,1899-12-30 20:06:00,2016-07-01 00:00:00,1899-12-30 20:24:00,Business,Meeting,Cary,Durham,18,16.89807
2016-07-01 00:00:00,1899-12-30 23:48:00,2016-07-02 00:00:00,1899-12-30 00:09:00,Business,Meeting,Durham,Cary,21,15.932466
2016-07-02 00:00:00,1899-12-30 20:18:00,2016-07-02 00:00:00,1899-12-30 20:36:00,Business,Meeting,Cary,Durham,18,16.254334
2016-07-02 00:00:00,1899-12-30 23:48:00,2016-07-03 00:00:00,1899-12-30 00:12:00,Business,Meeting,Durham,Cary,24,15.932466
2016-07-03 00:00:00,1899-12-30 00:28:00,2016-07-03 00:00:00,1899-12-30 00:38:00,Business,Errand/Supplies,Cary,Morrisville,10,4.9889540000000006
2016-07-03 00:00:00,1899-12-30 03:02:00,2016-07-03 00:00:00,1899-12-30 03:08:00,Business,Errand/Supplies,Morrisville,Cary,6,4.9889540000000006
